uid,impd,gear,date,year,spp,tl,w,count
6020,POCL,EF,9/24/2018,2018,Redear Sunfish,129,,1
6000,ZPCB,EF,9/27/2018,2018,Redear Sunfish,150,,1
6000,ZPCB,EF,9/27/2018,2018,Redear Sunfish,140,,2
6000,ZPCB,EF,9/27/2018,2018,Redear Sunfish,130,,2
6000,ZPCB,EF,9/27/2018,2018,Redear Sunfish,110,,3
6000,ZPCB,EF,9/27/2018,2018,Redear Sunfish,100,,2
6000,ZPCB,EF,9/27/2018,2018,Redear Sunfish,90,,2
6000,ZPCB,EF,9/27/2018,2018,Redear Sunfish,80,,7
6000,ZPCB,EF,9/27/2018,2018,Redear Sunfish,50,,3
6000,ZPCB,EF,9/27/2018,2018,Redear Sunfish,40,,1
6001,ZPCB,EF,9/27/2018,2018,Redear Sunfish,150,,1
6001,ZPCB,EF,9/27/2018,2018,Redear Sunfish,140,,3
6001,ZPCB,EF,9/27/2018,2018,Redear Sunfish,100,,3
6001,ZPCB,EF,9/27/2018,2018,Redear Sunfish,90,,4
6001,ZPCB,EF,9/27/2018,2018,Redear Sunfish,80,,3
6001,ZPCB,EF,9/27/2018,2018,Redear Sunfish,70,,1
6001,ZPCB,EF,9/27/2018,2018,Redear Sunfish,50,,3
6001,ZPCB,EF,9/27/2018,2018,Redear Sunfish,40,,2
6002,ZPCB,EF,9/27/2018,2018,Redear Sunfish,150,,1
6002,ZPCB,EF,9/27/2018,2018,Redear Sunfish,140,,1
6002,ZPCB,EF,9/27/2018,2018,Redear Sunfish,130,,1
6002,ZPCB,EF,9/27/2018,2018,Redear Sunfish,120,,1
6002,ZPCB,EF,9/27/2018,2018,Redear Sunfish,90,,6
6002,ZPCB,EF,9/27/2018,2018,Redear Sunfish,80,,5
6002,ZPCB,EF,9/27/2018,2018,Redear Sunfish,70,,1
6002,ZPCB,EF,9/27/2018,2018,Redear Sunfish,60,,1
6002,ZPCB,EF,9/27/2018,2018,Redear Sunfish,50,,2
6003,ZPCB,EF,9/27/2018,2018,Redear Sunfish,140,,1
6003,ZPCB,EF,9/27/2018,2018,Redear Sunfish,120,,3
6003,ZPCB,EF,9/27/2018,2018,Redear Sunfish,110,,1
6003,ZPCB,EF,9/27/2018,2018,Redear Sunfish,100,,1
6003,ZPCB,EF,9/27/2018,2018,Redear Sunfish,90,,3
6003,ZPCB,EF,9/27/2018,2018,Redear Sunfish,80,,2
6003,ZPCB,EF,9/27/2018,2018,Redear Sunfish,40,,1
82156,PTSB,EF,9/9/2019,2019,Redear Sunfish,179,101,1
82156,PTSB,EF,9/9/2019,2019,Redear Sunfish,157,71,1
82156,PTSB,EF,9/9/2019,2019,Redear Sunfish,165,83,1
82155,PTSB,EF,9/9/2019,2019,Redear Sunfish,187,110,1
82155,PTSB,EF,9/9/2019,2019,Redear Sunfish,201,144,1
82155,PTSB,EF,9/9/2019,2019,Redear Sunfish,152,64,1
82154,PTSB,EF,9/9/2019,2019,Redear Sunfish,175,98,1
82154,PTSB,EF,9/9/2019,2019,Redear Sunfish,174,94,1
82154,PTSB,EF,9/9/2019,2019,Redear Sunfish,162,76,1
82154,PTSB,EF,9/9/2019,2019,Redear Sunfish,168,74,1
82153,PTSB,EF,9/9/2019,2019,Redear Sunfish,173,78,1
82153,PTSB,EF,9/9/2019,2019,Redear Sunfish,149,57,1
82153,PTSB,EF,9/9/2019,2019,Redear Sunfish,154,67,1
82153,PTSB,EF,9/9/2019,2019,Redear Sunfish,171,82,1
82153,PTSB,EF,9/9/2019,2019,Redear Sunfish,186,103,1
82153,PTSB,EF,9/9/2019,2019,Redear Sunfish,145,51,1
82153,PTSB,EF,9/9/2019,2019,Redear Sunfish,155,66,1
82153,PTSB,EF,9/9/2019,2019,Redear Sunfish,100,,1
82152,PTSB,EF,9/9/2019,2019,Redear Sunfish,166,76,1
82152,PTSB,EF,9/9/2019,2019,Redear Sunfish,153,63,1
82152,PTSB,EF,9/9/2019,2019,Redear Sunfish,170,82,1
82152,PTSB,EF,9/9/2019,2019,Redear Sunfish,152,70,1
82152,PTSB,EF,9/9/2019,2019,Redear Sunfish,90,,1
82152,PTSB,EF,9/9/2019,2019,Redear Sunfish,141,50,1
82152,PTSB,EF,9/9/2019,2019,Redear Sunfish,185,106,1
82151,PTSB,EF,9/9/2019,2019,Redear Sunfish,172,83,1
82151,PTSB,EF,9/9/2019,2019,Redear Sunfish,163,74,1
81634,LXLX,EF,9/16/2019,2019,Redear Sunfish,170,80,1
81634,LXLX,EF,9/16/2019,2019,Redear Sunfish,101,20,1
81633,LXLX,EF,9/16/2019,2019,Redear Sunfish,174,76,1
81633,LXLX,EF,9/16/2019,2019,Redear Sunfish,185,118,1
81633,LXLX,EF,9/16/2019,2019,Redear Sunfish,219,174,1
81633,LXLX,EF,9/16/2019,2019,Redear Sunfish,213,146,1
81633,LXLX,EF,9/16/2019,2019,Redear Sunfish,85,10,1
81632,LXLX,EF,9/16/2019,2019,Redear Sunfish,205,122,1
81632,LXLX,EF,9/16/2019,2019,Redear Sunfish,218,144,1
81632,LXLX,EF,9/16/2019,2019,Redear Sunfish,216,146,1
81632,LXLX,EF,9/16/2019,2019,Redear Sunfish,221,172,1
81632,LXLX,EF,9/16/2019,2019,Redear Sunfish,197,112,1
81631,LXLX,EF,9/16/2019,2019,Redear Sunfish,207,150,1
81630,LXLX,EF,9/16/2019,2019,Redear Sunfish,145,48,1
81613,JWSL,EF,9/18/2019,2019,Redear Sunfish,110,,1
81613,JWSL,EF,9/18/2019,2019,Redear Sunfish,150,,8
81613,JWSL,EF,9/18/2019,2019,Redear Sunfish,120,,1
81613,JWSL,EF,9/18/2019,2019,Redear Sunfish,160,,2
81613,JWSL,EF,9/18/2019,2019,Redear Sunfish,170,,1
81613,JWSL,EF,9/18/2019,2019,Redear Sunfish,90,,1
81613,JWSL,EF,9/18/2019,2019,Redear Sunfish,130,,3
81613,JWSL,EF,9/18/2019,2019,Redear Sunfish,100,,1
81613,JWSL,EF,9/18/2019,2019,Redear Sunfish,140,,5
81612,JWSL,EF,9/18/2019,2019,Redear Sunfish,160,,1
81611,JWSL,EF,9/18/2019,2019,Redear Sunfish,120,,4
81611,JWSL,EF,9/18/2019,2019,Redear Sunfish,170,,1
81611,JWSL,EF,9/18/2019,2019,Redear Sunfish,80,,1
81611,JWSL,EF,9/18/2019,2019,Redear Sunfish,130,,2
81611,JWSL,EF,9/18/2019,2019,Redear Sunfish,220,,1
81611,JWSL,EF,9/18/2019,2019,Redear Sunfish,90,,1
81611,JWSL,EF,9/18/2019,2019,Redear Sunfish,140,,15
81611,JWSL,EF,9/18/2019,2019,Redear Sunfish,110,,1
81611,JWSL,EF,9/18/2019,2019,Redear Sunfish,150,,1
81610,JWSL,EF,9/18/2019,2019,Redear Sunfish,110,,1
81609,JWSL,EF,9/18/2019,2019,Redear Sunfish,120,,3
81609,JWSL,EF,9/18/2019,2019,Redear Sunfish,160,,3
81609,JWSL,EF,9/18/2019,2019,Redear Sunfish,80,,1
81609,JWSL,EF,9/18/2019,2019,Redear Sunfish,130,,7
81609,JWSL,EF,9/18/2019,2019,Redear Sunfish,170,,2
81609,JWSL,EF,9/18/2019,2019,Redear Sunfish,180,,2
81609,JWSL,EF,9/18/2019,2019,Redear Sunfish,90,,2
81609,JWSL,EF,9/18/2019,2019,Redear Sunfish,140,,6
81609,JWSL,EF,9/18/2019,2019,Redear Sunfish,190,,1
81609,JWSL,EF,9/18/2019,2019,Redear Sunfish,100,,1
81609,JWSL,EF,9/18/2019,2019,Redear Sunfish,150,,9
81608,JWSL,EF,9/18/2019,2019,Redear Sunfish,90,,5
81608,JWSL,EF,9/18/2019,2019,Redear Sunfish,130,,13
81608,JWSL,EF,9/18/2019,2019,Redear Sunfish,170,,3
81608,JWSL,EF,9/18/2019,2019,Redear Sunfish,100,,3
81608,JWSL,EF,9/18/2019,2019,Redear Sunfish,140,,11
81608,JWSL,EF,9/18/2019,2019,Redear Sunfish,180,,4
81608,JWSL,EF,9/18/2019,2019,Redear Sunfish,110,,2
81608,JWSL,EF,9/18/2019,2019,Redear Sunfish,150,,6
81608,JWSL,EF,9/18/2019,2019,Redear Sunfish,80,,2
81608,JWSL,EF,9/18/2019,2019,Redear Sunfish,120,,7
81608,JWSL,EF,9/18/2019,2019,Redear Sunfish,160,,8
81645,MISL,EF,9/19/2019,2019,Redear Sunfish,139,42,1
81645,MISL,EF,9/19/2019,2019,Redear Sunfish,157,72,1
81645,MISL,EF,9/19/2019,2019,Redear Sunfish,,,1
81644,MISL,EF,9/19/2019,2019,Redear Sunfish,153,62,1
81644,MISL,EF,9/19/2019,2019,Redear Sunfish,148,54,1
81644,MISL,EF,9/19/2019,2019,Redear Sunfish,152,68,1
81644,MISL,EF,9/19/2019,2019,Redear Sunfish,176,102,1
81644,MISL,EF,9/19/2019,2019,Redear Sunfish,162,74,1
81644,MISL,EF,9/19/2019,2019,Redear Sunfish,,,1
81644,MISL,EF,9/19/2019,2019,Redear Sunfish,185,104,1
81644,MISL,EF,9/19/2019,2019,Redear Sunfish,167,90,1
81644,MISL,EF,9/19/2019,2019,Redear Sunfish,163,76,1
81644,MISL,EF,9/19/2019,2019,Redear Sunfish,178,90,1
81643,MISL,EF,9/19/2019,2019,Redear Sunfish,163,76,1
81643,MISL,EF,9/19/2019,2019,Redear Sunfish,128,36,1
81643,MISL,EF,9/19/2019,2019,Redear Sunfish,182,96,1
81643,MISL,EF,9/19/2019,2019,Redear Sunfish,174,86,1
81643,MISL,EF,9/19/2019,2019,Redear Sunfish,163,76,1
81643,MISL,EF,9/19/2019,2019,Redear Sunfish,146,54,1
81643,MISL,EF,9/19/2019,2019,Redear Sunfish,153,62,1
81643,MISL,EF,9/19/2019,2019,Redear Sunfish,151,56,1
81643,MISL,EF,9/19/2019,2019,Redear Sunfish,,,1
81643,MISL,EF,9/19/2019,2019,Redear Sunfish,155,62,1
81642,MISL,EF,9/19/2019,2019,Redear Sunfish,181,90,1
81642,MISL,EF,9/19/2019,2019,Redear Sunfish,160,78,1
81642,MISL,EF,9/19/2019,2019,Redear Sunfish,158,70,1
81642,MISL,EF,9/19/2019,2019,Redear Sunfish,,,1
81642,MISL,EF,9/19/2019,2019,Redear Sunfish,199,134,1
81641,MISL,EF,9/19/2019,2019,Redear Sunfish,176,86,1
81703,ZPCB,EF,9/23/2019,2019,Redear Sunfish,110,,1
81703,ZPCB,EF,9/23/2019,2019,Redear Sunfish,70,,1
81703,ZPCB,EF,9/23/2019,2019,Redear Sunfish,130,,1
81703,ZPCB,EF,9/23/2019,2019,Redear Sunfish,80,,1
81703,ZPCB,EF,9/23/2019,2019,Redear Sunfish,200,,3
81703,ZPCB,EF,9/23/2019,2019,Redear Sunfish,100,,1
81702,ZPCB,EF,9/23/2019,2019,Redear Sunfish,90,,2
81702,ZPCB,EF,9/23/2019,2019,Redear Sunfish,140,,3
81702,ZPCB,EF,9/23/2019,2019,Redear Sunfish,110,,1
81702,ZPCB,EF,9/23/2019,2019,Redear Sunfish,150,,2
81702,ZPCB,EF,9/23/2019,2019,Redear Sunfish,120,,1
81702,ZPCB,EF,9/23/2019,2019,Redear Sunfish,80,,2
81702,ZPCB,EF,9/23/2019,2019,Redear Sunfish,130,,2
81701,ZPCB,EF,9/23/2019,2019,Redear Sunfish,70,,1
81701,ZPCB,EF,9/23/2019,2019,Redear Sunfish,140,,5
81701,ZPCB,EF,9/23/2019,2019,Redear Sunfish,100,,1
81701,ZPCB,EF,9/23/2019,2019,Redear Sunfish,150,,1
81701,ZPCB,EF,9/23/2019,2019,Redear Sunfish,120,,4
81701,ZPCB,EF,9/23/2019,2019,Redear Sunfish,220,,2
81701,ZPCB,EF,9/23/2019,2019,Redear Sunfish,60,,1
81701,ZPCB,EF,9/23/2019,2019,Redear Sunfish,130,,1
81700,ZPCB,EF,9/23/2019,2019,Redear Sunfish,110,,3
81700,ZPCB,EF,9/23/2019,2019,Redear Sunfish,120,,1
81700,ZPCB,EF,9/23/2019,2019,Redear Sunfish,60,,1
81700,ZPCB,EF,9/23/2019,2019,Redear Sunfish,130,,1
81700,ZPCB,EF,9/23/2019,2019,Redear Sunfish,90,,1
81652,POCL,EF,9/23/2019,2019,Redear Sunfish,110,,1
81652,POCL,EF,9/23/2019,2019,Redear Sunfish,170,,2
81652,POCL,EF,9/23/2019,2019,Redear Sunfish,100,,11
81652,POCL,EF,9/23/2019,2019,Redear Sunfish,180,,1
81652,POCL,EF,9/23/2019,2019,Redear Sunfish,90,,9
81652,POCL,EF,9/23/2019,2019,Redear Sunfish,80,,2
81651,POCL,EF,9/23/2019,2019,Redear Sunfish,100,,6
81651,POCL,EF,9/23/2019,2019,Redear Sunfish,110,,2
81651,POCL,EF,9/23/2019,2019,Redear Sunfish,80,,2
81651,POCL,EF,9/23/2019,2019,Redear Sunfish,139,44,1
81651,POCL,EF,9/23/2019,2019,Redear Sunfish,90,,11
81651,POCL,EF,9/23/2019,2019,Redear Sunfish,136,42,1
81650,POCL,EF,9/23/2019,2019,Redear Sunfish,90,,5
81650,POCL,EF,9/23/2019,2019,Redear Sunfish,193,98,1
81650,POCL,EF,9/23/2019,2019,Redear Sunfish,80,,3
81650,POCL,EF,9/23/2019,2019,Redear Sunfish,165,70,1
81650,POCL,EF,9/23/2019,2019,Redear Sunfish,90,,6
81650,POCL,EF,9/23/2019,2019,Redear Sunfish,100,,5
81650,POCL,EF,9/23/2019,2019,Redear Sunfish,100,,5
81649,POCL,EF,9/23/2019,2019,Redear Sunfish,70,,1
81649,POCL,EF,9/23/2019,2019,Redear Sunfish,100,,6
81649,POCL,EF,9/23/2019,2019,Redear Sunfish,80,,5
81649,POCL,EF,9/23/2019,2019,Redear Sunfish,,,1
81649,POCL,EF,9/23/2019,2019,Redear Sunfish,100,24,1
81649,POCL,EF,9/23/2019,2019,Redear Sunfish,90,14,1
81649,POCL,EF,9/23/2019,2019,Redear Sunfish,92,12,1
81649,POCL,EF,9/23/2019,2019,Redear Sunfish,90,,3
81648,POCL,EF,9/23/2019,2019,Redear Sunfish,80,,4
81648,POCL,EF,9/23/2019,2019,Redear Sunfish,90,,5
81648,POCL,EF,9/23/2019,2019,Redear Sunfish,100,,1
81648,POCL,EF,9/23/2019,2019,Redear Sunfish,95,12,1
81648,POCL,EF,9/23/2019,2019,Redear Sunfish,70,,4
81647,POCL,EF,9/23/2019,2019,Redear Sunfish,97,18,1
81647,POCL,EF,9/23/2019,2019,Redear Sunfish,94,14,1
81647,POCL,EF,9/23/2019,2019,Redear Sunfish,83,12,1
81647,POCL,EF,9/23/2019,2019,Redear Sunfish,95,14,1
81647,POCL,EF,9/23/2019,2019,Redear Sunfish,87,14,1
81647,POCL,EF,9/23/2019,2019,Redear Sunfish,80,,3
81647,POCL,EF,9/23/2019,2019,Redear Sunfish,70,,2
81647,POCL,EF,9/23/2019,2019,Redear Sunfish,90,,1
85083,PTSB,EF,9/14/2020,2020,Redear Sunfish,165,79,1
85083,PTSB,EF,9/14/2020,2020,Redear Sunfish,80,,3
85083,PTSB,EF,9/14/2020,2020,Redear Sunfish,176,101,1
85083,PTSB,EF,9/14/2020,2020,Redear Sunfish,186,110,1
85082,PTSB,EF,9/14/2020,2020,Redear Sunfish,80,,1
85082,PTSB,EF,9/14/2020,2020,Redear Sunfish,90,,3
85082,PTSB,EF,9/14/2020,2020,Redear Sunfish,150,57,1
85082,PTSB,EF,9/14/2020,2020,Redear Sunfish,170,86,1
85082,PTSB,EF,9/14/2020,2020,Redear Sunfish,186,105,1
85081,PTSB,EF,9/14/2020,2020,Redear Sunfish,178,108,1
85081,PTSB,EF,9/14/2020,2020,Redear Sunfish,156,70,1
85081,PTSB,EF,9/14/2020,2020,Redear Sunfish,191,130,1
85081,PTSB,EF,9/14/2020,2020,Redear Sunfish,166,88,1
85081,PTSB,EF,9/14/2020,2020,Redear Sunfish,178,97,1
85081,PTSB,EF,9/14/2020,2020,Redear Sunfish,90,,2
85081,PTSB,EF,9/14/2020,2020,Redear Sunfish,172,99,1
85081,PTSB,EF,9/14/2020,2020,Redear Sunfish,80,,2
85081,PTSB,EF,9/14/2020,2020,Redear Sunfish,164,86,1
85081,PTSB,EF,9/14/2020,2020,Redear Sunfish,128,41,1
85081,PTSB,EF,9/14/2020,2020,Redear Sunfish,138,47,1
85081,PTSB,EF,9/14/2020,2020,Redear Sunfish,199,138,1
85081,PTSB,EF,9/14/2020,2020,Redear Sunfish,151,61,1
85081,PTSB,EF,9/14/2020,2020,Redear Sunfish,212,178,1
85080,PTSB,EF,9/14/2020,2020,Redear Sunfish,70,,2
85080,PTSB,EF,9/14/2020,2020,Redear Sunfish,215,161,1
85080,PTSB,EF,9/14/2020,2020,Redear Sunfish,120,30,1
85080,PTSB,EF,9/14/2020,2020,Redear Sunfish,90,,3
85080,PTSB,EF,9/14/2020,2020,Redear Sunfish,80,,3
85080,PTSB,EF,9/14/2020,2020,Redear Sunfish,180,120,1
85080,PTSB,EF,9/14/2020,2020,Redear Sunfish,101,18,1
85080,PTSB,EF,9/14/2020,2020,Redear Sunfish,203,142,1
85080,PTSB,EF,9/14/2020,2020,Redear Sunfish,124,39,1
85080,PTSB,EF,9/14/2020,2020,Redear Sunfish,185,109,1
85079,PTSB,EF,9/14/2020,2020,Redear Sunfish,102,18,1
85079,PTSB,EF,9/14/2020,2020,Redear Sunfish,110,20,1
85078,PTSB,EF,9/14/2020,2020,Redear Sunfish,186,102,1
85078,PTSB,EF,9/14/2020,2020,Redear Sunfish,192,118,1
85078,PTSB,EF,9/14/2020,2020,Redear Sunfish,191,118,1
85078,PTSB,EF,9/14/2020,2020,Redear Sunfish,180,95,1
85078,PTSB,EF,9/14/2020,2020,Redear Sunfish,178,85,1
85078,PTSB,EF,9/14/2020,2020,Redear Sunfish,162,71,1
85078,PTSB,EF,9/14/2020,2020,Redear Sunfish,178,82,1
85078,PTSB,EF,9/14/2020,2020,Redear Sunfish,129,34,1
85078,PTSB,EF,9/14/2020,2020,Redear Sunfish,188,107,1
85076,JWSL,EF,9/16/2020,2020,Redear Sunfish,140,,2
85076,JWSL,EF,9/16/2020,2020,Redear Sunfish,210,,1
85076,JWSL,EF,9/16/2020,2020,Redear Sunfish,130,,5
85076,JWSL,EF,9/16/2020,2020,Redear Sunfish,200,,2
85076,JWSL,EF,9/16/2020,2020,Redear Sunfish,100,,1
85076,JWSL,EF,9/16/2020,2020,Redear Sunfish,180,,3
85076,JWSL,EF,9/16/2020,2020,Redear Sunfish,170,,2
85076,JWSL,EF,9/16/2020,2020,Redear Sunfish,160,,5
85076,JWSL,EF,9/16/2020,2020,Redear Sunfish,150,,1
85075,JWSL,EF,9/16/2020,2020,Redear Sunfish,140,,1
85075,JWSL,EF,9/16/2020,2020,Redear Sunfish,130,,1
85075,JWSL,EF,9/16/2020,2020,Redear Sunfish,120,,2
85075,JWSL,EF,9/16/2020,2020,Redear Sunfish,190,,1
85075,JWSL,EF,9/16/2020,2020,Redear Sunfish,110,,1
85075,JWSL,EF,9/16/2020,2020,Redear Sunfish,180,,3
85075,JWSL,EF,9/16/2020,2020,Redear Sunfish,100,,2
85075,JWSL,EF,9/16/2020,2020,Redear Sunfish,160,,2
85075,JWSL,EF,9/16/2020,2020,Redear Sunfish,150,,2
85074,JWSL,EF,9/16/2020,2020,Redear Sunfish,150,,2
85074,JWSL,EF,9/16/2020,2020,Redear Sunfish,130,,1
85074,JWSL,EF,9/16/2020,2020,Redear Sunfish,120,,1
85074,JWSL,EF,9/16/2020,2020,Redear Sunfish,100,,3
85074,JWSL,EF,9/16/2020,2020,Redear Sunfish,90,,1
85074,JWSL,EF,9/16/2020,2020,Redear Sunfish,180,,1
85074,JWSL,EF,9/16/2020,2020,Redear Sunfish,170,,2
85073,JWSL,EF,9/16/2020,2020,Redear Sunfish,190,,6
85073,JWSL,EF,9/16/2020,2020,Redear Sunfish,100,,1
85073,JWSL,EF,9/16/2020,2020,Redear Sunfish,180,,7
85073,JWSL,EF,9/16/2020,2020,Redear Sunfish,80,,1
85073,JWSL,EF,9/16/2020,2020,Redear Sunfish,170,,4
85073,JWSL,EF,9/16/2020,2020,Redear Sunfish,70,,1
85073,JWSL,EF,9/16/2020,2020,Redear Sunfish,160,,3
85073,JWSL,EF,9/16/2020,2020,Redear Sunfish,140,,4
85073,JWSL,EF,9/16/2020,2020,Redear Sunfish,130,,2
85073,JWSL,EF,9/16/2020,2020,Redear Sunfish,210,,1
85073,JWSL,EF,9/16/2020,2020,Redear Sunfish,120,,2
85072,JWSL,EF,9/16/2020,2020,Redear Sunfish,140,,2
85072,JWSL,EF,9/16/2020,2020,Redear Sunfish,210,,1
85072,JWSL,EF,9/16/2020,2020,Redear Sunfish,120,,1
85072,JWSL,EF,9/16/2020,2020,Redear Sunfish,190,,3
85072,JWSL,EF,9/16/2020,2020,Redear Sunfish,100,,1
85072,JWSL,EF,9/16/2020,2020,Redear Sunfish,180,,12
85072,JWSL,EF,9/16/2020,2020,Redear Sunfish,170,,6
85072,JWSL,EF,9/16/2020,2020,Redear Sunfish,160,,6
85072,JWSL,EF,9/16/2020,2020,Redear Sunfish,150,,3
85072,JWSL,EF,9/16/2020,2020,Redear Sunfish,230,,1
85071,JWSL,EF,9/16/2020,2020,Redear Sunfish,130,,2
85071,JWSL,EF,9/16/2020,2020,Redear Sunfish,120,,3
85071,JWSL,EF,9/16/2020,2020,Redear Sunfish,180,,1
85071,JWSL,EF,9/16/2020,2020,Redear Sunfish,110,,1
85071,JWSL,EF,9/16/2020,2020,Redear Sunfish,170,,1
85071,JWSL,EF,9/16/2020,2020,Redear Sunfish,160,,4
85071,JWSL,EF,9/16/2020,2020,Redear Sunfish,150,,1
85071,JWSL,EF,9/16/2020,2020,Redear Sunfish,140,,1
85121,LXLX,EF,9/18/2020,2020,Redear Sunfish,139,48,1
85120,LXLX,EF,9/18/2020,2020,Redear Sunfish,147,47,1
85120,LXLX,EF,9/18/2020,2020,Redear Sunfish,154,59,1
85120,LXLX,EF,9/18/2020,2020,Redear Sunfish,95,13,1
85120,LXLX,EF,9/18/2020,2020,Redear Sunfish,143,45,1
85120,LXLX,EF,9/18/2020,2020,Redear Sunfish,114,23,1
85120,LXLX,EF,9/18/2020,2020,Redear Sunfish,135,38,1
85120,LXLX,EF,9/18/2020,2020,Redear Sunfish,107,23,1
85120,LXLX,EF,9/18/2020,2020,Redear Sunfish,139,44,1
85120,LXLX,EF,9/18/2020,2020,Redear Sunfish,104,18,1
